truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier
XE 5620S,103.648227,1.33048883,2020-10-30 06:17:01,1604038621,0,0.0,0.0,0.0,,3.373295,dS8CgHgvAgCHAAAAZwAAAAAAAABSAAAAARVhQlB3KkIAAAAACEsHQocAAABnAAAAAAAAAFIAAACDCwAA-IstBk9NFADjiy0GOU0UAAAAXwi8byAW,103.648248,1.330511,,,,,,,,,,False
XE 5620S,103.6481805,1.3304895,2020-10-30 06:17:07,1604038627,1,,,0.0,,,,103.648248,1.330511,,,,,,,,,,True
XE 5620S,103.6482381,1.33050017,2020-10-30 06:17:12,1604038632,2,,,0.0,,,,103.648248,1.330511,,,,,,,,,,True
XE 5620S,103.6482463,1.33049467,2020-10-30 06:17:17,1604038637,3,,,0.0,,,,103.648248,1.330511,,,,,,,,,,True
XE 5620S,103.6484241,1.33045383,2020-10-30 06:17:23,1604038643,4,0.0,1.0,0.0,,8.865243,dS8CgHgvAgC0AAAAOgAAAAAAAABSAAAAH5WVQkrEwEEAAAAACEsHQrQAAAA6AAAAAAAAAFIAAACDCwAAcYwtBtxMFACojC0GFk0UAAAAXwi8byAW,103.648369,1.330396,0.985792,18.6,4.5,"[5270389040, 5270389041]",[4.1],[4.5],[18.564501],2.0,4.133333333333334,False
XE 5620S,103.6484295,1.33041717,2020-10-30 06:17:29,1604038649,5,,,0.0,,,,103.648369,1.330396,,,,,,,,,,True
XE 5620S,103.6484185,1.33040417,2020-10-30 06:17:34,1604038654,6,,,0.0,,,,103.648369,1.330396,,,,,,,,,,True
XE 5620S,103.6484018,1.33039617,2020-10-30 06:17:39,1604038659,7,,,0.0,,,,103.648369,1.330396,,,,,,,,,,True
XE 5620S,103.6484061,1.3303905,2020-10-30 06:17:44,1604038664,8,,,0.0,,,,103.648369,1.330396,,,,,,,,,,True
XE 5620S,103.6483918,1.33037533,2020-10-30 06:17:50,1604038670,9,,,0.0,,,,103.648369,1.330396,,,,,,,,,,True
XE 5620S,103.6484265,1.33033483,2020-10-30 06:17:56,1604038676,10,0.0,2.0,0.0,,0.554144,dS8CgHgvAgDKAAAAJAAAAAAAAABSAAAAwxuoQh1TbUEAAAAACEsHQsoAAAAkAAAAAAAAAFIAAACDCwAArowtBqNMFACrjC0Gn0wUAAAAXwi8byAW,103.64843,1.330339,0.985792,9.3,2.2,"[5270389040, 5270389041]",[4.2],[2.2],[9.284561],2.0,4.227272727272728,False
XE 5620S,103.648435,1.33030633,2020-10-30 06:18:02,1604038682,11,,,0.0,,,,103.64843,1.330339,,,,,,,,,,True
XE 5620S,103.6484218,1.330298,2020-10-30 06:18:07,1604038687,12,,,0.0,,,,103.64843,1.330339,,,,,,,,,,True
XE 5620S,103.6484315,1.33027717,2020-10-30 06:18:13,1604038693,13,,,0.0,,,,103.64843,1.330339,,,,,,,,,,True
XE 5620S,103.6483776,1.33017333,2020-10-30 06:18:19,1604038699,14,0.0,3.0,0.0,,11.953667,dS8CgHgvAgAeAAAAFAAAAAABAAAOAAAA8HBKQXUvAEGaJdRCFyK_QB4AAAAUAAAAAAEAAA4AAACDCwAAy4wtBrZLFAB6jC0G_UsUAAQA3w28byAW,103.648459,1.330102,0.985792,34.8,8.4,"[5270389040, 5270389041, 5270389042, 5270389043, 5270389044, 5270389045]","[4.1, 3.9, 4.3, 3.9, 4.2]","[3.6, 0.6, 0.5, 0.7, 3]","[14.867728, 2.314262, 2.159599, 2.746989, 12.690511]",6.0,4.142857142857142,False
XE 5620S,103.6482851,1.33018583,2020-10-30 06:18:24,1604038704,15,,,0.0,,,,103.648459,1.330102,,,,,,,,,,True
XE 5620S,103.6481978,1.33026433,2020-10-30 06:18:29,1604038709,16,0.0,4.0,0.0,,4.078849,eS8CgH4vAgBHAAAArAAAAAAAAAAAAAAAZjPtQZ2ajkIAAAAAAAAAAEcAAACsAAAAAAAAAAAAAACDCwAArIstBj5MFADGiy0GWEwUAAAArxO8byAW,103.648172,1.3302379999999998,0.985792,43.7,10.5,"[5270389044, 5270389045, 5270389046, 5270389047, 5270389048, 5270389054]","[4, 4.2, 4, 4.5, 4.2]","[2, 0.4, 0.4, 0.6, 7.1]","[8.035096, 1.693763, 1.592108, 2.687305, 29.725268]",6.0,4.161904761904762,False
XE 5620S,103.648079,1.33034383,2020-10-30 06:18:35,1604038715,17,0.0,5.0,0.0,,1.098152,eS8CgH4vAgBsAAAAhwAAAAAAAAAAAAAAXQo1QpfEXkIAAAAAAAAAAGwAAACHAAAAAAAAAAAAAACDCwAASIstBqFMFABPiy0GqEwUAAAArxO8byAW,103.648072,1.330337,0.985792,15.6,3.7,"[5270389048, 5270389054]",[4.2],[3.7],[15.649193],2.0,4.216216216216216,False
XE 5620S,103.6480098,1.3303905,2020-10-30 06:18:40,1604038720,18,,,0.0,,,,103.648072,1.330337,,,,,,,,,,True
XE 5620S,103.6478955,1.33043983,2020-10-30 06:18:45,1604038725,19,0.0,6.0,0.0,,5.8045160000000005,eS8CgH4vAgChAAAAUgAAAAAAAAAAAAAAzEmGQmE7B0IAAAAAAAAAAKEAAABSAAAAAAAAAAAAAACDCwAAvYotBi1NFACYii0GCE0UAAAArxO8byAW,103.647933,1.330477,0.985792,21.9,5.3,"[5270389048, 5270389054]",[4.1],[5.3],[21.94024],2.0,4.132075471698113,False
XE 5620S,103.6477725,1.33048333,2020-10-30 06:18:50,1604038730,20,,,0.0,,,,103.647933,1.330477,,,,,,,,,,True
XE 5620S,103.6476735,1.33053033,2020-10-30 06:18:55,1604038735,21,0.0,7.0,0.0,,16.079759,eS8CgH4vAgDcAAAAFwAAAAAAAAAAAAAAdmS3QvcXFEEAAAAAAAAAANwAAAAXAAAAAAAAAAAAAACDCwAAIIotBslNFAC6iS0GYk0UAAAArxO8byAW,103.647776,1.330633,0.985792,24.6,5.9,"[5270389048, 5270389054]",[4.2],[5.9],[24.613882],2.0,4.169491525423728,False
XE 5620S,103.6475965,1.33057917,2020-10-30 06:19:01,1604038741,22,,,0.0,,,,103.647776,1.330633,,,,,,,,,,True
XE 5620S,103.647554,1.33064217,2020-10-30 06:19:06,1604038746,23,0.0,8.0,0.0,,16.399451000000006,fy8CgIIvAgAXAAAABgAAAAAAAAAKAAAAU7gWQcq8G0AAAAAAsReKQBcAAAAGAAAAAAAAAAoAAACDCwAAp4ktBj5OFABCiS0G0k0UAAAAnxO8byAW,103.647655,1.33075,0.985792,18.7,4.6,"[5270389048, 5270389054, 7146806739]","[4, 4.1]","[2.3, 2.3]","[9.279315, 9.441748]",3.0,4.065217391304348,False
XE 5620S,103.6475948,1.330737,2020-10-30 06:19:11,1604038751,24,,,0.0,,,,103.647655,1.33075,,,,,,,,,,True
